WORK_ORDER_ID,PRODUCT_FAMILY,PRODUCT_SERIES,SERIAL_NUMBER,START_DATE,COMPLETION_DATE,STATUS
WO-03892,Bulldozer,Standard,BUL-S-62100,2024-10-12,2024-10-28,completed
WO-03893,Grader,Compact,GRA-C-40905,2023-04-20,2023-05-09,quality_hold
WO-03894,Excavator,HD-Series,EXC-H-10766,2020-12-24,2021-01-08,quality_hold
WO-03895,Grader,HD-Series,GRA-H-51425,2022-04-03,2022-04-20,completed
WO-03896,Excavator,Standard,EXC-S-67861,2024-05-26,2024-06-09,completed
WO-03897,Loader,Standard,LOA-S-68679,2021-04-07,2021-04-26,completed
WO-03898,Loader,Compact,LOA-C-61566,2024-12-14,2024-12-20,quality_hold
WO-03899,Loader,Standard,LOA-S-57677,2021-03-29,2021-04-07,completed
WO-03900,Excavator,HD-Series,EXC-H-57475,2020-01-25,2020-02-02,quality_hold
WO-03901,Loader,Standard,LOA-S-89081,2022-03-20,2022-04-03,completed
WO-03902,Grader,Compact,GRA-C-13182,2020-05-16,2020-06-01,completed
WO-03903,Excavator,Compact,EXC-C-19031,2020-03-17,2020-03-30,completed
WO-03904,Grader,Standard,GRA-S-91156,2020-11-05,2020-11-13,completed
WO-03905,Loader,Compact,LOA-C-32053,2020-08-04,2020-08-09,completed
WO-03906,Excavator,Standard,EXC-S-78399,2021-12-21,2021-12-28,completed
WO-03907,Loader,Compact,LOA-C-88966,2021-04-26,2021-05-16,completed
WO-03908,Bulldozer,Compact,BUL-C-70350,2021-07-03,2021-07-21,quality_hold
WO-03909,Bulldozer,Standard,BUL-S-30835,2024-05-08,2024-05-28,completed
WO-03910,Grader,Compact,GRA-C-54802,2023-06-02,2023-06-11,completed
WO-03911,Grader,HD-Series,GRA-H-11286,2021-04-12,2021-04-22,quality_hold
WO-03912,Excavator,HD-Series,EXC-H-93081,2024-08-15,2024-08-27,completed
WO-03913,Loader,HD-Series,LOA-H-96214,2020-04-23,2020-05-01,completed
WO-03914,Loader,HD-Series,LOA-H-94773,2022-08-19,2022-09-02,completed
WO-03915,Bulldozer,Standard,BUL-S-58390,2024-07-20,2024-08-07,completed
WO-03916,Excavator,Compact,EXC-C-84765,2021-12-17,2021-12-29,completed
WO-03917,Bulldozer,Standard,BUL-S-76346,2021-07-16,2021-07-31,completed
WO-03918,Bulldozer,HD-Series,BUL-H-80905,2020-03-13,2020-03-23,quality_hold
WO-03919,Loader,Standard,LOA-S-57175,2021-10-26,2021-11-14,completed
WO-03920,Bulldozer,Compact,BUL-C-19966,2020-05-28,2020-06-06,completed
WO-03921,Grader,Compact,GRA-C-15244,2023-04-21,2023-04-30,completed
WO-03922,Bulldozer,HD-Series,BUL-H-12508,2020-12-11,2020-12-17,completed
WO-03923,Excavator,HD-Series,EXC-H-75799,2020-02-29,2020-03-20,completed
WO-03924,Excavator,HD-Series,EXC-H-62978,2022-04-08,2022-04-15,completed
WO-03925,Excavator,Standard,EXC-S-75972,2020-06-24,2020-07-07,completed
WO-03926,Loader,Standard,LOA-S-26284,2022-11-19,2022-11-28,completed
WO-03927,Loader,HD-Series,LOA-H-14584,2022-10-03,2022-10-10,quality_hold
WO-03928,Bulldozer,HD-Series,BUL-H-97104,2023-01-24,2023-02-06,completed
WO-03929,Bulldozer,Standard,BUL-S-23279,2022-03-09,2022-03-20,completed
WO-03930,Bulldozer,HD-Series,BUL-H-99016,2021-12-20,2022-01-06,completed
WO-03931,Loader,Standard,LOA-S-58434,2021-01-10,2021-01-24,completed
WO-03932,Bulldozer,HD-Series,BUL-H-37249,2020-07-09,2020-07-16,completed
WO-03933,Bulldozer,HD-Series,BUL-H-34155,2024-01-29,2024-02-12,completed
WO-03934,Grader,Standard,GRA-S-81853,2022-04-14,2022-04-22,completed
WO-03935,Loader,Compact,LOA-C-56449,2021-10-06,2021-10-17,quality_hold
WO-03936,Bulldozer,Standard,BUL-S-69732,2020-05-17,2020-05-24,completed
WO-03937,Excavator,Standard,EXC-S-68727,2021-08-06,2021-08-24,completed
WO-03938,Grader,HD-Series,GRA-H-89155,2024-02-14,2024-03-05,completed
WO-03939,Grader,Standard,GRA-S-82635,2024-01-10,2024-01-18,completed
WO-03940,Grader,Compact,GRA-C-90812,2021-06-06,2021-06-22,completed
WO-03941,Excavator,Compact,EXC-C-59705,2021-08-03,2021-08-15,completed
WO-03942,Grader,HD-Series,GRA-H-15043,2023-06-19,2023-07-06,completed
WO-03943,Grader,HD-Series,GRA-H-59377,2020-01-25,2020-02-11,completed
WO-03944,Loader,Standard,LOA-S-64452,2021-06-09,2021-06-22,completed
WO-03945,Grader,Compact,GRA-C-25424,2020-09-02,2020-09-17,completed
WO-03946,Loader,Standard,LOA-S-75122,2023-06-03,2023-06-10,completed
WO-03947,Grader,Compact,GRA-C-90034,2020-01-22,2020-01-27,completed
WO-03948,Excavator,Compact,EXC-C-74899,2022-06-06,2022-06-14,quality_hold
WO-03949,Grader,Standard,GRA-S-42823,2020-03-29,2020-04-16,quality_hold
WO-03950,Bulldozer,HD-Series,BUL-H-66078,2021-07-22,2021-07-29,quality_hold
WO-03951,Loader,Standard,LOA-S-27593,2023-09-22,2023-09-29,quality_hold
WO-03952,Excavator,HD-Series,EXC-H-47003,2020-10-28,2020-11-05,completed
WO-03953,Excavator,Standard,EXC-S-77385,2022-08-13,2022-08-27,completed
WO-03954,Loader,HD-Series,LOA-H-77659,2020-07-15,2020-07-24,completed
WO-03955,Loader,Standard,LOA-S-92146,2022-08-14,2022-08-28,quality_hold
WO-03956,Excavator,HD-Series,EXC-H-47152,2021-04-05,2021-04-10,completed
WO-03957,Loader,HD-Series,LOA-H-55533,2021-10-04,2021-10-23,completed
WO-03958,Bulldozer,Compact,BUL-C-75367,2021-03-04,2021-03-19,completed
WO-03959,Excavator,HD-Series,EXC-H-21374,2021-07-02,2021-07-08,completed
WO-03960,Excavator,Standard,EXC-S-88226,2022-02-01,2022-02-13,completed
WO-03961,Loader,Standard,LOA-S-25575,2022-12-14,2022-12-27,quality_hold
WO-03962,Bulldozer,Compact,BUL-C-38163,2021-11-02,2021-11-20,completed
WO-03963,Excavator,HD-Series,EXC-H-18836,2021-08-13,2021-08-29,completed
WO-03964,Grader,Compact,GRA-C-40308,2021-11-21,2021-12-10,completed
WO-03965,Grader,Compact,GRA-C-23098,2023-03-15,2023-03-31,completed
WO-03966,Grader,HD-Series,GRA-H-32381,2020-11-10,2020-11-18,completed
WO-03967,Grader,HD-Series,GRA-H-66652,2021-12-12,2021-12-19,completed
WO-03968,Grader,HD-Series,GRA-H-93967,2020-05-13,2020-05-20,quality_hold
WO-03969,Loader,Standard,LOA-S-40855,2023-12-11,2023-12-28,completed
WO-03970,Excavator,Standard,EXC-S-78709,2020-04-25,2020-05-08,completed
WO-03971,Excavator,Standard,EXC-S-60071,2020-10-24,2020-11-05,quality_hold
WO-03972,Excavator,Compact,EXC-C-92546,2023-04-04,2023-04-14,completed
WO-03973,Grader,HD-Series,GRA-H-87741,2024-08-29,2024-09-17,completed
WO-03974,Grader,Standard,GRA-S-29087,2024-06-03,2024-06-14,completed
WO-03975,Excavator,HD-Series,EXC-H-20414,2024-07-29,2024-08-08,completed
WO-03976,Bulldozer,HD-Series,BUL-H-14861,2021-07-09,2021-07-26,quality_hold
WO-03977,Loader,Standard,LOA-S-56168,2023-01-02,2023-01-17,completed
WO-03978,Loader,Compact,LOA-C-33571,2023-11-21,2023-12-01,quality_hold
WO-03979,Grader,HD-Series,GRA-H-44239,2021-07-08,2021-07-16,completed
WO-03980,Loader,Compact,LOA-C-62760,2024-03-06,2024-03-19,completed
WO-03981,Bulldozer,Compact,BUL-C-24298,2020-03-03,2020-03-17,quality_hold
WO-03982,Bulldozer,Compact,BUL-C-16096,2021-04-19,2021-05-06,completed
WO-03983,Bulldozer,Standard,BUL-S-88194,2023-02-13,2023-02-19,completed
WO-03984,Loader,HD-Series,LOA-H-57275,2021-10-15,2021-10-26,completed
WO-03985,Loader,HD-Series,LOA-H-39762,2020-02-24,2020-02-29,completed
WO-03986,Loader,Standard,LOA-S-16493,2020-05-19,2020-06-02,quality_hold
WO-03987,Bulldozer,HD-Series,BUL-H-78877,2020-10-15,2020-10-30,quality_hold
WO-03988,Bulldozer,HD-Series,BUL-H-54151,2024-04-30,2024-05-14,completed
WO-03989,Loader,Standard,LOA-S-58411,2023-07-09,2023-07-15,completed
WO-03990,Excavator,Compact,EXC-C-42306,2022-11-15,2022-12-01,completed
WO-03991,Bulldozer,Compact,BUL-C-89299,2021-09-02,2021-09-18,completed
WO-03992,Excavator,HD-Series,EXC-H-93335,2020-09-30,2020-10-20,completed
WO-03993,Bulldozer,Compact,BUL-C-85941,2020-06-14,2020-07-02,completed
WO-03994,Excavator,Compact,EXC-C-23194,2022-11-18,2022-12-02,completed
WO-03995,Excavator,HD-Series,EXC-H-99855,2021-08-06,2021-08-12,completed
WO-03996,Bulldozer,Standard,BUL-S-29669,2021-11-24,2021-12-04,completed
WO-03997,Grader,Standard,GRA-S-41379,2022-01-17,2022-01-24,completed
WO-03998,Excavator,Standard,EXC-S-96224,2024-03-09,2024-03-20,completed
WO-03999,Bulldozer,Standard,BUL-S-52222,2024-07-10,2024-07-24,completed
WO-04000,Loader,HD-Series,LOA-H-29146,2021-11-07,2021-11-19,completed
WO-04001,Loader,Standard,LOA-S-18468,2024-03-08,2024-03-27,completed
WO-04002,Grader,Compact,GRA-C-88954,2021-10-30,2021-11-07,quality_hold
WO-04003,Loader,HD-Series,LOA-H-76197,2023-06-20,2023-07-06,completed
WO-04004,Excavator,HD-Series,EXC-H-51472,2024-06-01,2024-06-12,quality_hold
WO-04005,Grader,HD-Series,GRA-H-62914,2024-09-08,2024-09-24,completed
WO-04006,Bulldozer,Standard,BUL-S-18793,2020-04-13,2020-04-18,completed
WO-04007,Loader,Standard,LOA-S-82730,2024-05-11,2024-05-24,completed
WO-04008,Loader,Standard,LOA-S-80179,2022-09-27,2022-10-10,completed
WO-04009,Grader,Compact,GRA-C-60299,2024-05-27,2024-06-15,quality_hold
WO-04010,Excavator,Standard,EXC-S-46653,2021-05-21,2021-05-31,completed
WO-04011,Excavator,HD-Series,EXC-H-62641,2021-04-09,2021-04-24,completed
WO-04012,Grader,Standard,GRA-S-29045,2022-12-10,2022-12-20,completed
WO-04013,Bulldozer,Standard,BUL-S-16634,2022-04-26,2022-05-16,quality_hold
WO-04014,Loader,HD-Series,LOA-H-68225,2023-08-29,2023-09-17,completed
WO-04015,Bulldozer,HD-Series,BUL-H-62163,2021-10-29,2021-11-05,completed
WO-04016,Grader,Standard,GRA-S-20370,2021-02-22,2021-03-14,quality_hold
WO-04017,Loader,Standard,LOA-S-78929,2021-10-20,2021-10-30,completed
WO-04018,Grader,HD-Series,GRA-H-67586,2023-05-05,2023-05-13,completed
WO-04019,Grader,Standard,GRA-S-33007,2022-03-15,2022-03-31,completed
WO-04020,Grader,Standard,GRA-S-92996,2020-11-25,2020-12-08,completed
WO-04021,Loader,Compact,LOA-C-88891,2020-02-03,2020-02-14,completed
WO-04022,Excavator,Standard,EXC-S-21447,2020-08-06,2020-08-23,completed
WO-04023,Excavator,Standard,EXC-S-84037,2022-09-08,2022-09-25,completed
WO-04024,Bulldozer,Compact,BUL-C-62445,2020-12-19,2021-01-08,completed
WO-04025,Excavator,Compact,EXC-C-15216,2022-05-27,2022-06-12,completed
WO-04026,Bulldozer,Standard,BUL-S-66976,2020-08-20,2020-08-27,completed
WO-04027,Bulldozer,Compact,BUL-C-92710,2020-07-29,2020-08-17,quality_hold
WO-04028,Grader,Compact,GRA-C-26771,2024-12-26,2025-01-04,quality_hold
WO-04029,Bulldozer,Compact,BUL-C-12549,2020-09-21,2020-10-04,completed
WO-04030,Excavator,Standard,EXC-S-92630,2024-01-24,2024-02-04,completed
WO-04031,Bulldozer,Compact,BUL-C-21691,2020-11-20,2020-12-03,completed
WO-04032,Excavator,Standard,EXC-S-68226,2022-12-06,2022-12-26,completed
WO-04033,Excavator,Standard,EXC-S-13189,2022-03-14,2022-03-30,completed
WO-04034,Grader,Compact,GRA-C-15420,2021-11-18,2021-12-02,completed
WO-04035,Loader,Standard,LOA-S-52919,2020-10-04,2020-10-13,completed
WO-04036,Bulldozer,Standard,BUL-S-32383,2020-09-22,2020-10-11,completed
WO-04037,Loader,Standard,LOA-S-68024,2022-07-04,2022-07-14,completed
WO-04038,Excavator,HD-Series,EXC-H-94001,2024-11-08,2024-11-24,completed
WO-04039,Excavator,Compact,EXC-C-86085,2023-07-15,2023-07-29,completed
WO-04040,Loader,Compact,LOA-C-65658,2022-05-01,2022-05-12,completed
WO-04041,Excavator,Standard,EXC-S-36121,2022-06-13,2022-06-21,quality_hold
WO-04042,Grader,HD-Series,GRA-H-52463,2024-12-28,2025-01-06,completed
WO-04043,Loader,Standard,LOA-S-14114,2024-02-22,2024-03-12,completed
WO-04044,Bulldozer,Standard,BUL-S-75212,2024-01-09,2024-01-20,completed
WO-04045,Excavator,Standard,EXC-S-72674,2024-05-25,2024-06-07,completed
WO-04046,Loader,Standard,LOA-S-69644,2024-03-21,2024-04-04,completed
WO-04047,Bulldozer,Compact,BUL-C-37137,2023-05-21,2023-06-01,completed
WO-04048,Excavator,HD-Series,EXC-H-58023,2023-06-02,2023-06-20,completed
WO-04049,Loader,Compact,LOA-C-96559,2024-09-24,2024-10-04,completed
WO-04050,Bulldozer,Standard,BUL-S-11155,2022-10-28,2022-11-03,completed
WO-04051,Grader,HD-Series,GRA-H-41007,2022-04-21,2022-05-05,completed
WO-04052,Bulldozer,Compact,BUL-C-51081,2024-03-01,2024-03-11,quality_hold
WO-04053,Bulldozer,Standard,BUL-S-99793,2024-11-25,2024-12-03,completed
WO-04054,Excavator,HD-Series,EXC-H-24879,2023-01-17,2023-01-25,completed
WO-04055,Bulldozer,Compact,BUL-C-16161,2024-08-28,2024-09-09,completed
WO-04056,Loader,Compact,LOA-C-63188,2020-03-10,2020-03-18,completed
WO-04057,Bulldozer,Compact,BUL-C-46086,2022-08-05,2022-08-25,completed
WO-04058,Loader,Standard,LOA-S-56233,2024-10-08,2024-10-27,completed
WO-04059,Bulldozer,Compact,BUL-C-83736,2022-11-08,2022-11-23,completed
WO-04060,Loader,Standard,LOA-S-12367,2021-05-18,2021-06-06,completed
WO-04061,Loader,HD-Series,LOA-H-80446,2020-09-26,2020-10-11,completed
WO-04062,Excavator,Compact,EXC-C-78275,2023-05-29,2023-06-17,completed
WO-04063,Loader,Compact,LOA-C-52679,2020-11-26,2020-12-07,quality_hold
WO-04064,Excavator,HD-Series,EXC-H-91159,2023-11-15,2023-11-21,completed
WO-04065,Grader,HD-Series,GRA-H-90453,2020-06-23,2020-06-30,completed
WO-04066,Excavator,HD-Series,EXC-H-22040,2022-01-22,2022-02-02,completed
WO-04067,Grader,Compact,GRA-C-34928,2024-07-18,2024-07-23,completed
WO-04068,Excavator,Standard,EXC-S-43595,2021-07-17,2021-08-03,completed
WO-04069,Grader,HD-Series,GRA-H-56329,2023-02-18,2023-03-10,completed
WO-04070,Grader,HD-Series,GRA-H-96196,2020-02-07,2020-02-18,completed
WO-04071,Loader,HD-Series,LOA-H-67406,2024-09-15,2024-09-25,completed
WO-04072,Grader,Standard,GRA-S-54986,2023-04-15,2023-05-04,quality_hold
WO-04073,Bulldozer,Standard,BUL-S-64506,2021-01-17,2021-01-23,quality_hold
WO-04074,Bulldozer,HD-Series,BUL-H-79536,2023-05-17,2023-05-23,completed
WO-04075,Excavator,HD-Series,EXC-H-70627,2023-01-15,2023-02-04,completed
WO-04076,Grader,HD-Series,GRA-H-91657,2023-10-12,2023-10-27,completed
WO-04077,Loader,Standard,LOA-S-21676,2023-09-24,2023-10-03,completed
WO-04078,Excavator,HD-Series,EXC-H-63129,2023-06-03,2023-06-10,quality_hold
WO-04079,Grader,HD-Series,GRA-H-44586,2023-07-20,2023-08-08,quality_hold
WO-04080,Loader,Standard,LOA-S-10993,2020-10-09,2020-10-15,quality_hold
WO-04081,Bulldozer,HD-Series,BUL-H-60054,2024-12-21,2024-12-29,quality_hold
WO-04082,Grader,HD-Series,GRA-H-44117,2022-02-18,2022-03-09,completed
WO-04083,Grader,HD-Series,GRA-H-52148,2020-12-10,2020-12-17,completed
WO-04084,Bulldozer,Compact,BUL-C-79574,2022-09-18,2022-09-27,quality_hold
WO-04085,Loader,HD-Series,LOA-H-73258,2023-10-10,2023-10-28,completed
WO-04086,Grader,HD-Series,GRA-H-69759,2024-03-28,2024-04-15,quality_hold
WO-04087,Bulldozer,HD-Series,BUL-H-13111,2023-12-12,2023-12-27,quality_hold
WO-04088,Loader,HD-Series,LOA-H-24403,2022-02-26,2022-03-08,completed
WO-04089,Bulldozer,Compact,BUL-C-16692,2022-09-06,2022-09-12,quality_hold
WO-04090,Loader,Standard,LOA-S-33834,2020-05-25,2020-06-06,completed
WO-04091,Loader,Standard,LOA-S-71825,2021-05-24,2021-05-31,completed
WO-04092,Bulldozer,Compact,BUL-C-39648,2023-12-27,2024-01-04,completed
WO-04093,Loader,HD-Series,LOA-H-96554,2022-04-16,2022-05-05,completed
WO-04094,Bulldozer,Standard,BUL-S-11053,2024-05-05,2024-05-25,completed
WO-04095,Excavator,Compact,EXC-C-87753,2022-06-08,2022-06-19,completed
WO-04096,Grader,HD-Series,GRA-H-75617,2020-02-01,2020-02-21,completed
WO-04097,Loader,HD-Series,LOA-H-18361,2022-04-10,2022-04-29,completed
WO-04098,Bulldozer,Standard,BUL-S-15763,2023-07-11,2023-07-27,completed
WO-04099,Grader,HD-Series,GRA-H-80905,2023-11-15,2023-11-22,completed
WO-04100,Loader,Standard,LOA-S-84919,2023-01-11,2023-01-28,completed
WO-04101,Grader,Standard,GRA-S-13794,2021-12-21,2021-12-31,completed
WO-04102,Bulldozer,Standard,BUL-S-25446,2021-02-17,2021-02-27,quality_hold
WO-04103,Excavator,Compact,EXC-C-62690,2020-08-27,2020-09-04,completed
WO-04104,Excavator,Compact,EXC-C-98807,2022-06-21,2022-07-05,quality_hold
WO-04105,Grader,Standard,GRA-S-90877,2024-03-14,2024-03-26,completed
WO-04106,Loader,Standard,LOA-S-84945,2021-02-15,2021-03-01,completed
WO-04107,Loader,HD-Series,LOA-H-76924,2024-12-22,2024-12-27,completed
WO-04108,Bulldozer,Compact,BUL-C-15405,2024-06-16,2024-07-06,quality_hold
WO-04109,Excavator,HD-Series,EXC-H-90096,2024-06-26,2024-07-06,quality_hold
WO-04110,Grader,Standard,GRA-S-42408,2021-01-22,2021-01-28,completed
WO-04111,Loader,HD-Series,LOA-H-37704,2021-01-23,2021-02-04,completed
WO-04112,Bulldozer,Compact,BUL-C-26171,2022-03-11,2022-03-20,completed
WO-04113,Excavator,Standard,EXC-S-14930,2021-03-12,2021-03-19,completed
WO-04114,Excavator,Compact,EXC-C-89097,2023-09-03,2023-09-20,completed
WO-04115,Loader,HD-Series,LOA-H-39899,2021-08-18,2021-08-26,completed
WO-04116,Grader,HD-Series,GRA-H-31235,2020-04-20,2020-04-29,completed
WO-04117,Loader,HD-Series,LOA-H-15816,2022-10-03,2022-10-10,completed
WO-04118,Loader,HD-Series,LOA-H-21572,2021-01-06,2021-01-18,completed
WO-04119,Grader,HD-Series,GRA-H-93734,2024-06-15,2024-06-30,completed
WO-04120,Grader,Standard,GRA-S-75727,2021-10-07,2021-10-26,completed
WO-04121,Bulldozer,HD-Series,BUL-H-83296,2020-09-23,2020-10-03,completed
WO-04122,Bulldozer,Compact,BUL-C-71713,2023-06-11,2023-06-18,completed
WO-04123,Excavator,HD-Series,EXC-H-51557,2022-06-16,2022-06-27,completed
WO-04124,Bulldozer,Standard,BUL-S-24864,2020-03-06,2020-03-14,completed
WO-04125,Loader,Compact,LOA-C-21918,2023-05-18,2023-05-27,completed
WO-04126,Grader,Standard,GRA-S-85443,2020-07-10,2020-07-18,quality_hold
WO-04127,Loader,Compact,LOA-C-48596,2020-09-09,2020-09-20,completed
WO-04128,Loader,Standard,LOA-S-14678,2021-11-14,2021-11-25,completed
WO-04129,Excavator,Standard,EXC-S-92284,2023-01-04,2023-01-17,completed
WO-04130,Loader,Standard,LOA-S-97587,2024-03-15,2024-03-23,completed
WO-04131,Excavator,Standard,EXC-S-39861,2021-09-23,2021-10-12,completed
WO-04132,Bulldozer,HD-Series,BUL-H-28580,2024-09-03,2024-09-20,completed
WO-04133,Grader,Compact,GRA-C-25809,2021-08-10,2021-08-15,completed
WO-04134,Excavator,HD-Series,EXC-H-48818,2023-08-06,2023-08-14,completed
WO-04135,Bulldozer,HD-Series,BUL-H-55355,2020-11-16,2020-11-26,completed
WO-04136,Bulldozer,HD-Series,BUL-H-54824,2020-02-23,2020-03-06,completed
WO-04137,Loader,Standard,LOA-S-47196,2024-03-16,2024-03-24,completed
WO-04138,Excavator,HD-Series,EXC-H-64486,2021-07-05,2021-07-25,completed
WO-04139,Bulldozer,HD-Series,BUL-H-69529,2022-11-26,2022-12-09,quality_hold
WO-04140,Excavator,HD-Series,EXC-H-58946,2024-11-07,2024-11-16,completed
WO-04141,Bulldozer,HD-Series,BUL-H-13637,2023-05-29,2023-06-09,quality_hold
WO-04142,Excavator,Compact,EXC-C-98833,2024-12-20,2025-01-03,quality_hold
WO-04143,Loader,HD-Series,LOA-H-19580,2020-11-16,2020-11-23,completed
WO-04144,Grader,Standard,GRA-S-64539,2020-10-14,2020-10-26,completed
WO-04145,Bulldozer,HD-Series,BUL-H-39520,2024-12-27,2025-01-07,completed
WO-04146,Bulldozer,HD-Series,BUL-H-91330,2023-07-31,2023-08-13,completed
WO-04147,Excavator,Compact,EXC-C-36849,2020-10-16,2020-10-30,completed
WO-04148,Bulldozer,Compact,BUL-C-81940,2023-01-15,2023-01-22,completed
WO-04149,Bulldozer,HD-Series,BUL-H-96907,2023-07-21,2023-07-28,completed
WO-04150,Loader,HD-Series,LOA-H-44350,2020-05-29,2020-06-03,completed
WO-04151,Loader,Standard,LOA-S-50527,2022-08-29,2022-09-18,completed
WO-04152,Bulldozer,HD-Series,BUL-H-31547,2020-01-17,2020-01-27,completed
WO-04153,Excavator,Compact,EXC-C-25521,2020-05-19,2020-05-27,completed
WO-04154,Loader,Compact,LOA-C-29492,2020-09-06,2020-09-22,completed
WO-04155,Excavator,Standard,EXC-S-84023,2023-05-04,2023-05-12,completed
WO-04156,Bulldozer,HD-Series,BUL-H-44384,2024-01-09,2024-01-24,completed
WO-04157,Loader,HD-Series,LOA-H-77342,2021-08-02,2021-08-22,quality_hold
WO-04158,Grader,Standard,GRA-S-67725,2021-01-19,2021-02-08,completed
WO-04159,Grader,Standard,GRA-S-14098,2022-09-18,2022-09-25,completed
WO-04160,Grader,Compact,GRA-C-35995,2022-11-11,2022-11-26,completed
WO-04161,Grader,Compact,GRA-C-19773,2021-02-03,2021-02-20,completed
WO-04162,Bulldozer,HD-Series,BUL-H-34055,2024-10-20,2024-10-29,completed
WO-04163,Grader,Compact,GRA-C-71810,2022-05-01,2022-05-12,completed
WO-04164,Bulldozer,HD-Series,BUL-H-13564,2021-09-11,2021-09-20,quality_hold
WO-04165,Grader,Standard,GRA-S-51451,2021-04-12,2021-04-30,quality_hold
WO-04166,Grader,Compact,GRA-C-71233,2021-08-02,2021-08-19,quality_hold
WO-04167,Grader,Compact,GRA-C-41779,2023-05-13,2023-05-21,completed
WO-04168,Excavator,Compact,EXC-C-29073,2023-07-30,2023-08-09,completed
WO-04169,Excavator,Standard,EXC-S-27925,2023-04-06,2023-04-11,completed
WO-04170,Excavator,Standard,EXC-S-17629,2022-06-21,2022-06-27,completed
WO-04171,Grader,Compact,GRA-C-98365,2022-12-09,2022-12-21,quality_hold
WO-04172,Bulldozer,Standard,BUL-S-49670,2020-11-23,2020-12-12,completed
WO-04173,Bulldozer,Standard,BUL-S-30283,2023-01-27,2023-02-16,completed
WO-04174,Bulldozer,HD-Series,BUL-H-93263,2024-03-31,2024-04-17,completed
WO-04175,Excavator,Compact,EXC-C-56005,2023-03-10,2023-03-20,completed
WO-04176,Grader,HD-Series,GRA-H-47034,2020-04-17,2020-05-05,completed
WO-04177,Grader,Compact,GRA-C-62237,2024-12-05,2024-12-14,quality_hold
WO-04178,Excavator,Standard,EXC-S-87366,2023-12-16,2024-01-05,completed
WO-04179,Excavator,HD-Series,EXC-H-53246,2025-01-10,2025-01-23,completed
WO-04180,Loader,Compact,LOA-C-57921,2021-03-07,2021-03-20,quality_hold
WO-04181,Excavator,HD-Series,EXC-H-71157,2021-04-29,2021-05-10,completed
WO-04182,Excavator,HD-Series,EXC-H-29789,2023-08-22,2023-09-10,quality_hold
WO-04183,Excavator,Standard,EXC-S-44473,2020-10-30,2020-11-17,completed
WO-04184,Grader,HD-Series,GRA-H-59369,2024-11-12,2024-12-01,completed
WO-04185,Loader,Compact,LOA-C-29274,2023-06-16,2023-06-29,completed
WO-04186,Grader,HD-Series,GRA-H-80375,2024-07-08,2024-07-20,quality_hold
